ticker,title,date,label
GOOG,BRIEF-Alphabet's Google announces $50 mln initiative to help people prepare for the changing nature of work - Blog ,2017-07-26,0
GOOG,One year after IPO  Japanese chat app Line reports drop in user numbers ,2017-07-26,0
GOOG,UPDATE 2-One year after IPO  Japanese chat app Line reports drop in user numbers ,2017-07-26,0
GOOG,Google Canada head exits  company names interim head ,2017-07-25,0
GOOG,UPDATE 1-Google Canada head exits  company names interim head ,2017-07-25,0
GOOG,Adobe to pull plug on Flash  ending an era ,2017-07-25,0
GOOG,ADOBE SYSTEMS WILL END SUPPORT FOR WIDELY USED FLASH MULTIMEDIA SOFTWARE BY 2020 ,2017-07-25,0
GOOG,Investors unhappy as Alphabet shells out more to drive traffic ,2017-07-25,0
GOOG,US STOCKS-McDonald's  Caterpillar power S&P to record ,2017-07-25,0
GOOG,Investors unhappy as Alphabet shells out more to drive traffic ,2017-07-25,0
GOOG,Alphabet adds to cash pile despite higher costs  antitrust fine ,2017-07-25,0
GOOG,UPDATE 4-Alphabet adds to cash pile despite higher costs  antitrust fine ,2017-07-25,0
GOOG,BRIEF-Alphabet reports qtrly earnings per share of $5.01 ,2017-07-24,0
GOOG,BRIEF-Alphabet says Q2 aggregate paid clicks were up 52 pct ,2017-07-24,0
GOOG,Alphabet profit slumps on record $2.7 bln EU fine ,2017-07-24,0
GOOG,BRIEF-Alphabet Inc Q2 results press release ,2017-07-24,0
GOOG,BRIEF-Alphabet appoints Sundar Pichai to its board ,2017-07-24,0
GOOG,Alphabet appoints Google CEO Pichai to board ,2017-07-24,0
GOOG,Alphabet appoints Google CEO Pichai to board ,2017-07-24,0
GOOG,Google redesigns mobile search app with personalized 'feed' ,2017-07-19,0
GOOG,Google Earth to let users post stories  photos in coming years ,2017-07-12,1
GOOG,China could field nearly half of new electric car models by 2020 - study ,2017-07-12,1
GOOG,Waymo must disclose details of Lyft car deal to Uber -ruling ,2017-07-07,1
GOOG,Facebook to build housing in Silicon Valley for first time ,2017-07-07,1
GOOG,Waymo must disclose details of Lyft car deal to Uber: ruling ,2017-07-07,1
GOOG,Waymo must disclose details of Lyft car deal to Uber -ruling ,2017-07-07,1
GOOG,Google says its service disruption issue resolved ,2017-07-07,1
GOOG,Google says its Drive service facing disruption ,2017-07-07,1
GOOG,Alphabet spins out geothermal startup Dandelion ,2017-07-06,1
GOOG,Alphabet spins out geothermal startup Dandelion ,2017-07-06,1
GOOG,China's Baidu taps 50 partners to help advance self-driving ,2017-07-05,0
GOOG,China's Baidu taps 50 partners to help advance self-driving ,2017-07-05,0
GOOG,Google to start getting Norwegian wind power by September ,2017-07-05,0
GOOG,In EU dealings  Google could learn from an erstwhile rival ,2017-06-28,0
GOOG,Google faces years of EU oversight on top of record antitrust fine ,2017-06-28,0
GOOG,REFILE-Google faces years of EU oversight on top of record antitrust fine ,2017-06-28,0
GOOG,BRIEF-Alphabet expects to accrue fine imposed by EC decision in Q2‍​ ,2017-06-27,1
GOOG,EU hits Google with record $2.7 bln fine ,2017-06-27,1
GOOG,EU fines Google record $2.7 billion in first antitrust case ,2017-06-27,1
GOOG,Google says it is considering appeal against EU antitrust fine ,2017-06-27,1
GOOG,EU antitrust regulators hit Google with record 2.42 bln euro fine ,2017-06-27,1
GOOG,Alphabet partners with Avis to manage self-driving car fleet ,2017-06-26,0
GOOG,Google to stop scanning Gmail for creating targeted ads ,2017-06-23,0
GOOG,Google to stop scanning Gmail for creating targeted ads ,2017-06-23,0
GOOG,London startup Blockchain raises $40 million in fresh funding ,2017-06-23,0
GOOG,Uber CEO Travis Kalanick resigns under investor pressure ,2017-06-22,1
GOOG,UPDATE 9-Uber CEO Travis Kalanick resigns under investor pressure ,2017-06-22,1
GOOG,Google tightens measures to remove extremist content on YouTube ,2017-06-19,0
GOOG,Google tightens measures to remove extremist content on YouTube ,2017-06-19,0
GOOG,Alphabet  Apple analyst research extends tech stock selloff ,2017-06-15,0
GOOG,Waymo retires Firefly to focus on mass-produced vehicles ,2017-06-13,0
GOOG,Indonesia has reached tax deal with Google for 2016  finance minister  says ,2017-06-13,0
GOOG,Indonesia has reached tax deal with Google for 2016 -finmin ,2017-06-13,0
GOOG,SoftBank to buy robotics businesses from Alphabet Inc ,2017-06-09,0
GOOG,UPDATE 3-SoftBank to buy robotics businesses from Alphabet Inc ,2017-06-09,0
GOOG,SoftBank unit agrees to buy Boston Dynamics from Alphabet Inc ,2017-06-09,0
GOOG,BRIEF-SoftBank announces agreement to acquire Boston Dynamics ,2017-06-09,0
GOOG,Judge rules Uber must disclose key document in Waymo self-driving car case ,2017-06-07,1
GOOG,Judge rules Uber must disclose key document in Waymo self-driving car case ,2017-06-07,1
GOOG,Judge rules Uber must disclose key document in Waymo self-driving car case ,2017-06-07,1
GOOG,UPDATE 1-Lack of power lines hits sub-Saharan Africa's biggest wind farm ,2017-06-07,1
GOOG,BRIEF-Alphabet Inc's ‍nest Labs and Ecobee announce long-term patent cross-license agreement​ ,2017-06-02,1
GOOG,Waymo working on self-driving trucks ,2017-06-02,1
GOOG,Waymo working on self-driving trucks ,2017-06-02,1
GOOG,Exclusive: Google faces hefty EU fine in shopping case by August - sources ,2017-06-01,1
GOOG,Uber fires self-driving car chief at center of court case ,2017-05-31,1
GOOG,Uber fires Levandowski amid Waymo self-driving dispute ,2017-05-30,0
GOOG,Acquisitions accelerate as tech giants seek to build AI smarts ,2017-05-26,1
GOOG,EU to conclude Google antitrust cases in next few months ,2017-05-22,1
GOOG,EU to conclude Google antitrust cases in next few months ,2017-05-22,1
GOOG,EU to conclude Google antitrust cases in next few months ,2017-05-22,1
GOOG,Google shifts mobile focus to apps and digital assistant ,2017-05-18,1
GOOG,UPDATE 3-Google shifts mobile focus to apps and digital assistant ,2017-05-17,1
GOOG,Wall St chat service Symphony raises $63 mln; valued at $1 bln-source ,2017-05-16,0
GOOG,BRIEF-Paulson & Co Inc takes share stake in Dish Network  Monsanto ,2017-05-15,1
GOOG,BRIEF-Omega Advisors ups share stake in Alphabet  Facebook  Zynga  Time Inc ,2017-05-15,1
GOOG,BRIEF-Third Point cuts share stake in Facebook  JPMorgan  ups in Alphabet ,2017-05-12,1
GOOG,Google to pay $334 million to settle Italian tax dispute ,2017-05-04,0
GOOG,UPDATE 1-Google to pay 306 mln euros to settle Italian tax dispute ,2017-05-04,0
GOOG,Spam campaign targets Google users with malicious link ,2017-05-04,0
GOOG,UPDATE 3-Spam campaign targets Google users with malicious link ,2017-05-03,1
GOOG,Investors cheer Delphi's bet on electric  connected cars ,2017-05-03,1
GOOG,UPDATE 6-Investors cheer Delphi's bet on electric  connected cars ,2017-05-03,1
GOOG,Google Docs warns customers about spam with malicious links ,2017-05-03,1
GOOG,Italy expects to settle Google tax dispute this week - sources ,2017-05-03,1
GOOG,Italy expects to settle Google tax dispute this week - sources ,2017-05-03,1
GOOG,Italy tax chief says close to deal with Google over tax dispute: paper ,2017-05-03,1
GOOG,Italy tax chief says close to deal with Google over tax dispute-paper ,2017-05-03,1
GOOG,Google gets Australian tax office demand to pay more  says to fight it ,2017-04-29,1
GOOG,Google gets Australian tax office demand to pay more  says to fight it ,2017-04-29,1
GOOG,BRIEF-Alphabet's Google CEO Sundar Pichai's 2016 total compensation $199.7 mln ,2017-04-28,1
GOOG,Big-data analytics company Cloudera surges in market debut ,2017-04-28,1
GOOG,Google's search for non-ad revenue puts spotlight on cloud  Pixel ,2017-04-28,1
GOOG,UPDATE 1-Google's search for non-ad revenue puts spotlight on cloud  Pixel ,2017-04-28,1
GOOG,Google's search for non-ad revenue puts spotlight on cloud  Pixel ,2017-04-28,1
GOOG,Morning News Call - India  April 28 ,2017-04-28,1
GOOG,Google parent Alphabet's profit up 29 percent on strong ad sales ,2017-04-27,1
GOOG,UPDATE 5-Google parent Alphabet's profit up 29 pct on strong ad sales ,2017-04-27,1
GOOG,US STOCKS-Earnings lift Nasdaq to record; Amazon  Alphabet up after hours ,2017-04-27,1
GOOG,BRIEF-Alphabet posts qtrly EPS of $7.73 ,2017-04-27,1
GOOG,BRIEF-Alphabet Inc Q1 results press release ,2017-04-27,1
GOOG,Alphabet CEO touts results of corporate restructuring ,2017-04-27,1
GOOG,UPDATE 2-Alphabet CEO touts results of corporate restructuring ,2017-04-27,1
GOOG,Waymo testing self-driving car ride service in Arizona ,2017-04-25,1
GOOG,Waymo testing self-driving car ride service in Arizona ,2017-04-25,1
GOOG,Alphabet's Verily unit launches study to track health data ,2017-04-19,1
GOOG,Alphabet's Verily unit launches study to track health data ,2017-04-19,1
GOOG,Google to open up Android to rivals in out-of-court deal with Russia ,2017-04-17,0
GOOG,Google to open up Android to rivals in out-of-court deal with Russia ,2017-04-17,0
GOOG,UPDATE 2-Google to open up Android to rivals in out-of-court deal with Russia ,2017-04-17,0
GOOG,RPT-Self-driving 'arms race' complicates supplier alliances ,2017-04-13,1
GOOG,Uber CEO's iron grip poses challenge in COO search ,2017-04-13,1
GOOG,Self-driving 'arms race' complicates supplier alliances ,2017-04-13,1
GOOG,Self-driving 'arms race' complicates supplier alliances ,2017-04-13,1
GOOG,RPT-In the Trump era  one U.S. Muslim investor tries a louder voice ,2017-04-10,0
GOOG,In the Trump era  one U.S. Muslim investor tries a louder voice ,2017-04-10,0
GOOG,Uber says its self-driving technology differs from Waymo's ,2017-04-07,0
GOOG,YouTube tweaks ad strategy to curb content stealing ,2017-04-07,0
GOOG,Uber says its self-driving technology differs from Waymo's ,2017-04-07,0
GOOG,UPDATE 2-Uber says its self-driving technology differs from Waymo's ,2017-04-07,0
GOOG,YouTube tweaks ad strategy to curb content stealing ,2017-04-06,0
GOOG,U.S. judge warns Uber in Waymo self-driving car case ,2017-04-06,0
GOOG,U.S. judge warns Uber in Waymo self-driving car case ,2017-04-05,0
GOOG,Uber exec has 'no basis' to believe criminal probe underway -court filing ,2017-04-04,0
GOOG,Uber executive has 'no basis' to believe criminal probe underway: court filing ,2017-04-04,0
GOOG,UPDATE 1-Uber exec has 'no basis' to believe criminal probe underway -court filing ,2017-04-04,0
GOOG,Facebook's Messenger app adds live location-sharing ,2017-03-27,1
GOOG,Facebook's Messenger app adds live location-sharing ,2017-03-27,1
GOOG,UPDATE 1-Facebook's Messenger app adds live location-sharing ,2017-03-27,1
GOOG,Facebook's Messenger app to allow live location-sharing ,2017-03-27,1
GOOG,"BRIEF-Moody's says Alphabet's loss of ""notable advertisers"" on YouTube platform credit negative  but does not impact AA2 rating ",2017-03-24,1
GOOG,RPT-YouTube's bid to grab TV dollars imperiled by advertiser revolt ,2017-03-24,1
GOOG,YouTube's bid to grab TV dollars imperiled by advertiser revolt ,2017-03-24,1
GOOG,YouTube's bid to grab TV dollars imperiled by advertiser revolt ,2017-03-24,1
GOOG,Google allows users to share their locations in mapping app ,2017-03-22,0
GOOG,Google allows users to share their locations in mapping app ,2017-03-22,0
GOOG,Google allows users to share their locations in mapping app ,2017-03-22,0
GOOG,EU consumer authorities to take on Facebook  Google  Twitter ,2017-03-17,0
GOOG,U.S. financial firms embrace cloud  'fat fingers' notwithstanding ,2017-03-17,0
GOOG,Turner  Fox  Viacom to offer advertisers way to laser focus on audience ,2017-03-15,1
GOOG,Alphabet adds patent claim to Uber intellectual property theft lawsuit ,2017-03-11,1
GOOG,UPDATE 2-Alphabet adds patent claim to Uber intellectual property theft lawsuit ,2017-03-11,1
GOOG,Alphabet adds patent claim to Uber intellectual property theft lawsuit ,2017-03-10,1
GOOG,Alphabet self-driving car unit seeks injunction against Uber ,2017-03-10,1
GOOG,Google reported by Danish watchdog for unlimited data storage ,2017-03-07,1
GOOG,Google reported by Danish watchdog for unlimited data storage ,2017-03-07,1
GOOG,Google foe takes Android complaint to regulators ,2017-03-07,1
GOOG,RPT-Alphabet lawsuit against Uber cements end of uneasy marriage ,2017-03-06,1
GOOG,Alphabet lawsuit against Uber cements end of uneasy marriage ,2017-03-06,1
GOOG,Alphabet lawsuit against Uber cements end of uneasy marriage ,2017-03-06,1
GOOG,Uber's self-driving unit quietly bought firm with tech at heart of Alphabet lawsuit ,2017-03-01,0
GOOG,RPT-Uber's self-driving unit quietly bought firm with tech at heart of Alphabet lawsuit ,2017-03-01,0
GOOG,Uber's self-driving unit quietly bought firm with tech at heart of Alphabet lawsuit ,2017-03-01,0
GOOG,CORRECTED-Uber exec asked to resign for not disclosing prior sexual harassment allegation- Recode ,2017-02-28,1
GOOG,Alphabet's self-driving car unit sues Uber with trade theft charge ,2017-02-25,1
GOOG,Alphabet's self-driving car unit sues Uber with trade theft charge ,2017-02-24,1
GOOG,Alphabet's self-driving car unit sues Uber with trade theft charge ,2017-02-24,1
GOOG,UPDATE 2-Alphabet's self-driving car unit sues Uber with trade theft charge ,2017-02-24,1
GOOG,BRIEF-S&P upgrades Alphabet Inc to 'AA+' on continued strong operating performance  conservative financial policy ,2017-02-22,0
GOOG,Confident Snap brushes off concerns on second day of IPO roadshow ,2017-02-22,0
GOOG,BlackRock's largest mutual fund sours on Google ,2017-02-17,1
GOOG,Telenor to roll out Google's new messaging service in Asia  Europe ,2017-02-16,1
GOOG,UPDATE 1-Telenor to roll out Google's new messaging service in Asia  Europe ,2017-02-16,1
GOOG,Telenor to roll out Google's new messaging service in Asia  Europe ,2017-02-16,1
GOOG,BRIEF-Jana Partners LLC dissolves sole share stake in Alphabet  Marathon Petroleum ,2017-02-14,0
GOOG,BRIEF-Omega Advisors cuts share stake in Alphabet  Microsoft; dissolves in Chesapeake Energy ,2017-02-14,0
GOOG,BRIEF-Vanguard Group reports 6.49 pct passive stake in Alphabet Inc as of Dec. 31 ,2017-02-10,1
GOOG,UPDATE 5-Uber CEO quits Trump's business advisory group ,2017-02-03,1
GOOG,UPDATE 2-Microsoft asks for exception program on Trump immigration orders ,2017-02-02,1
GOOG,Microsoft asks Trump administration for exception program on immigration orders ,2017-02-02,1
GOOG,Alphabet's hardware growth adds to strength in core ad business ,2017-01-27,0
GOOG,Alphabet posts strong revenue growth  higher taxes hit earnings ,2017-01-27,0
GOOG,BRIEF-Alphabet Inc reports 4th-qtr non-GAAP EPS of $9.36 ,2017-01-26,0
GOOG,Alphabet quarterly revenue rises 22.2 pct ,2017-01-26,0
GOOG,BRIEF-Alphabet Inc quarterly results press release ,2017-01-26,0
GOOG,RPT-UPDATE 1-Italy looking at Google proposal to settle tax dispute - source ,2017-01-10,1
GOOG,U.S. Labor department sues Google for compensation data ,2017-01-04,1
GOOG,Google CEO to meet with EU antitrust chief on Friday ,2016-11-16,1
GOOG,Google CEO to meet with EU antitrust chief on Friday ,2016-11-16,1
GOOG,Google announces artificial intelligence group for Google Cloud ,2016-11-15,1
GOOG,Google says it will expand operations in London ,2016-11-15,1
GOOG,Apple considering expansion into wearable glasses - Bloomberg ,2016-11-15,1
GOOG,BRIEF-Soros Fund Management takes share stake in Alphabet  dissolves stake in GM - SEC filing ,2016-11-14,1
GOOG,BRIEF-Appaloosa cuts share stake in Alphabet  ups in Kinder Morgan ,2016-11-14,1
GOOG,BRIEF-Tiger Global Management raises share stake in Apple  cuts share stake in Amazon ,2016-11-14,1
GOOG,BRIEF-Jana Partners cuts sole share stake in Alphabet  takes sole share stake in Mondelez International ,2016-11-14,1
GOOG,BRIEF-Third Point ups stake in Alphabet & Facebook  cuts in Charter ,2016-11-10,0
GOOG,Eye-tracking firm Tobii to raise cash for virtual reality  smartphone investments ,2016-11-07,1
GOOG,Alphabet's unit discloses Snapchat investment ,2016-11-05,1
GOOG,Google formally rejects EU antitrust charges ,2016-11-03,0
GOOG,Alphabet's quarterly revenue rises 20.2 percent ,2016-10-27,1
GOOG,Indonesia hopes to reach tax settlement with Google: finmin ,2016-10-27,1
GOOG,Indonesia hopes to reach tax settlement with Google - finmin ,2016-10-27,1
GOOG,UPDATE 1-Salesforce.com CEO speaks of failed efforts to buy Twitter  LinkedIn ,2016-10-26,0
GOOG,Salesforce.com CEO speaks of failed efforts to buy Twitter  LinkedIn ,2016-10-26,0
GOOG,Investment banks scramble to fill top jobs in Italy ,2016-10-20,1
GOOG,Google signs CBS  in talks with others on web TV: sources ,2016-10-20,1
GOOG,UPDATE 3-Google signs CBS  in talks with others on web TV -sources ,2016-10-20,1
GOOG,Google buys digital marketing company FameBit ,2016-10-11,1
GOOG,Google buys digital marketing company FameBit ,2016-10-11,1
GOOG,BRIEF-Alphabet's Google acquires FameBit platform - company blog post ,2016-10-11,1
GOOG,Salesforce still mulls bid for Twitter as shareholders resist -sources ,2016-10-10,0
GOOG,Twitter's shares slump on report that potential bidders lose interest ,2016-10-10,0
GOOG,UPDATE 3-Twitter shares plunge on report bidders are scarce ,2016-10-06,0
GOOG,Twitter drops 9 percent after report that Google won't bid ,2016-10-06,0
GOOG,Twitter drops 9 percent after report that Google won't bid ,2016-10-06,0
GOOG,BRIEF-Alphabet's YouTube hires former Warner Music executive Lyor Cohen as global head of music ,2016-09-28,0
GOOG,Google France boss says looking for insurance partners ,2016-09-27,0
GOOG,Google launches service to take internet to India malls  cafes ,2016-09-27,0
GOOG,Google launches service to take internet to India malls  cafes ,2016-09-27,0
GOOG,Exclusive: Thailand considering tougher tax collection rules for internet  tech firms ,2016-09-26,1
GOOG,Japan government advisory panel says Apple  Google hinder app competition ,2016-09-15,0
GOOG,Japan report shows Apple  Google hinder app competition - Nikkei ,2016-09-14,1
GOOG,Sanofi and Alphabet set up JV in diabetes ,2016-09-12,0
GOOG,Google given more time to reply to EU antitrust charge on Android ,2016-09-08,0
GOOG,CORRECTED-UPDATE 2-Google to buy cloud software company Apigee for $625 mln ,2016-09-08,0
GOOG,UPDATE 1-Google to buy software developer Apigee in $625 mln deal ,2016-09-08,0
GOOG,Google to buy software developer Apigee in $625 mln deal ,2016-09-08,0
GOOG,Exclusive: Google shelves plan for phone with interchangeable parts - sources ,2016-09-02,1
GOOG,Google's cloud close to winning PayPal business - CNBC ,2016-08-30,0
GOOG,BRIEF-Alphabet - Google CEO Sundar Pichai reports open market sale of Co's class A common stock and class C capital stock ,2016-08-22,0
GOOG,Chinese investors buy ad tech startup Media.net for $900 million ,2016-08-22,0
GOOG,UPDATE 1-Chinese investors buy ad tech startup Media.net for $900 mln ,2016-08-22,0
GOOG,UPDATE 2-BlackRock's largest mutual fund warns on U.S.  ups Japan stake ,2016-08-17,0
GOOG,Google Ventures CEO Bill Maris quits - Recode ,2016-08-11,0
GOOG,UPDATE 1-Google Ventures CEO Bill Maris quits ,2016-08-11,0
GOOG,BRIEF-S&P - Alphabet Inc.'s proposed senior unsecured notes are assigned 'AA' issue rating ,2016-08-02,0
GOOG,BRIEF-Moody's assigns AA2 rating to Alphabet Inc's new senior unsecured notes ,2016-08-02,0
GOOG,UPDATE 2-GSK and Google parent forge $715 mln bioelectronic medicines firm ,2016-08-01,0
GOOG,Alphabet and Amazon wind up stellar quarter for big tech ,2016-07-29,1
GOOG,BRIEF-Alphabet Inc reports Q2 GAAP EPS for Class A and B common stock $7 ,2016-07-28,1
GOOG,Google-parent Alphabet revenue up 21.3 percent ,2016-07-28,1
GOOG,REFILE-UPDATE 3-Verizon emerges as front-runner in Yahoo auction -sources ,2016-07-22,0
GOOG,Uber driver tells UK tribunal he earned less than the minimum wage ,2016-07-20,0
GOOG,Uber driver tells UK tribunal he earned less than the minimum wage ,2016-07-20,0
GOOG,Google says will respond to EU antitrust cases in coming weeks ,2016-07-14,0
GOOG,Google notifies users of 4 000 state-sponsored cyber attacks per month: executive ,2016-07-12,0
GOOG,Google notifies users of 4 000 state-sponsored cyber attacks per month - exec ,2016-07-11,1
GOOG,BRIEF-Alphabet Inc appoints Roger Ferguson member of board ,2016-06-29,1
GOOG,Toyota to build artificial intelligence-based driving systems in 5 years ,2016-06-20,1
GOOG,Apple expected to showcase new powers for Siri at developer event ,2016-06-13,1
GOOG,U.S. Congress scrutinizes pay TV billing  competitive practices ,2016-06-09,0
GOOG,UPDATE 1-U.S. Congress scrutinizes pay TV billing  competitive practices ,2016-06-09,0
GOOG,Congress scrutinizes pay TV billing  competitive practices ,2016-06-09,0
GOOG,GM CEO says keep steering wheels  brakes in self-driving cars ,2016-06-07,1
GOOG,UPDATE 2-CEO of Alphabet Inc's Nest unit steps down ,2016-06-03,0
GOOG,Alphabet Inc unit Nest's CEO to step down ,2016-06-03,0
GOOG,Tiger Global climbs in May  other funds post gains as well ,2016-06-03,0
GOOG,UPDATE 2-Tiger Global climbs in May  other funds post gains as well ,2016-06-03,0
GOOG,Toyota in talks to buy robotics divisions from Alphabet: Nikkei ,2016-06-01,0
GOOG,Toyota in talks to buy robotics divisions from Alphabet -Nikkei ,2016-06-01,0
GOOG,Russian watchdog again puts off decision on Google fine ,2016-05-31,0
GOOG,Russian watchdog again puts off decision on Google fine ,2016-05-31,0
GOOG,BRIEF-Moody's says Alphabet's victory in code copyright case is credit positive ,2016-05-27,1
GOOG,REFILE-UPDATE 2-Microsoft  Facebook to build transatlantic subsea cable ,2016-05-26,1
GOOG,For some U.S. companies  millennials are giving way to Generation Z ,2016-05-25,0
GOOG,UPDATE 3-Investigators raid Google Paris HQ in tax evasion inquiry ,2016-05-24,1
GOOG,Google doubles down on artificial intelligence with Home and Allo ,2016-05-19,1
GOOG,Google unveils Google Home  looks to compete with Amazon's Echo ,2016-05-18,0
GOOG,PRESS DIGEST- New York Times business news - May 18 ,2016-05-18,0
